site_code,obs_year,parameter,obs_value,arable_prop,arable_prop_buff_100,arable_prop_buff_1000,arable_prop_buff_500,area,awc1_min,awc1_max,awc1_mean,awc1_std,bd1_min,bd1_max,bd1_mean,bd1_std,clay1_min,clay1_max,clay1_mean,clay1_std,dem_min,dem_max,dem_mean,dem_std,flowlength_min,flowlength_max,flowlength_mean,flowlength_std,forest_disturb_prop_buff_100,forest_disturb_prop_buff_1000,forest_disturb_prop_buff_500,forest_prop,grassland_prop,k1_min,k1_max,k1_mean,k1_std,limestone_prop,livestock_density,manure_dep_n,manure_dep_p,other_prop,pol_sen_drain_h_prop,pol_sen_drain_vh_prop,pol_sen_nat_h_prop,pol_sen_nat_vh_prop,precip_mean,rip_veg_drain_prop,rip_veg_nat_prop,rock1_min,rock1_max,rock1_mean,rock1_std,sand1_min,sand1_max,sand1_mean,sand1_std,silt1_min,silt1_max,silt1_mean,silt1_std,slope_min,slope_max,slope_mean,slope_std,snow_depth_mean,soc1_min,soc1_max,soc1_mean,soc1_std,stream_density,temp_max,temp_mean,temp_min,tri_min,tri_max,tri_mean,tri_std,twi_min,twi_max,twi_mean,twi_std,urban_prop,water_prop,wetland_prop
SJA8841000,2018,TN,2.825,0.29,0.159,0.258,0.209,531827250.0,0.17,0.207,0.191,0.005,0.375,1.496,1.05,0.348,0.0,70.0,22.15,23.154,0.185,138.716,83.237,20.265,0.0,732.735,30.861,37.84,0.006,0.006,0.009,0.576,0.053,3.67,645.68,50.042,56.261,0.856,0.113,21.141,9.574,0.016,0.003,0.001,0.012,0.004,566.24,0.569,0.609,0.0,85.0,5.223,12.474,15.0,100.0,64.395,27.416,0.0,50.0,13.455,8.227,0.0,50.957,1.416,2.293,3.949,0.976,34.338,8.971,10.105,0.0,29.945,6.696,-24.915,0.0,4.836,0.112,0.165,1.962,15.779,9.788,1.546,0.015,0.004,0.046
SJA8841000,2019,TN,2.783,0.29,0.159,0.258,0.209,531827250.0,0.17,0.207,0.191,0.005,0.375,1.496,1.05,0.348,0.0,70.0,22.15,23.154,0.185,138.716,83.237,20.265,0.0,732.735,30.861,37.84,0.007,0.008,0.01,0.576,0.053,3.67,645.68,50.042,56.261,0.856,0.113,22.163,10.085,0.016,0.003,0.001,0.012,0.004,740.472,0.569,0.609,0.0,85.0,5.223,12.474,15.0,100.0,64.395,27.416,0.0,50.0,13.455,8.227,0.0,50.957,1.416,2.293,8.174,0.976,34.338,8.971,10.105,0.0,28.812,6.752,-18.23,0.0,4.836,0.112,0.165,1.962,15.779,9.788,1.546,0.015,0.004,0.046
SJA8841000,2020,TN,3.335,0.29,0.159,0.258,0.209,531827250.0,0.17,0.207,0.191,0.005,0.375,1.496,1.05,0.348,0.0,70.0,22.15,23.154,0.185,138.716,83.237,20.265,0.0,732.735,30.861,37.84,0.004,0.004,0.004,0.576,0.053,3.67,645.68,50.042,56.261,0.856,0.113,22.455,10.204,0.016,0.003,0.001,0.012,0.004,758.329,0.569,0.609,0.0,85.0,5.223,12.474,15.0,100.0,64.395,27.416,0.0,50.0,13.455,8.227,0.0,50.957,1.416,2.293,0.71,0.976,34.338,8.971,10.105,0.0,28.661,7.686,-13.804,0.0,4.836,0.112,0.165,1.962,15.779,9.788,1.546,0.015,0.004,0.046
SJA8884000,2020,TN,3.3,0.242,0.176,0.232,0.225,1930662856.25,0.164,0.218,0.194,0.006,0.371,1.508,0.951,0.386,0.0,70.0,29.254,25.273,17.015,142.113,70.859,17.869,0.0,669.315,29.257,37.757,0.004,0.004,0.005,0.541,0.049,3.67,645.68,35.416,52.902,0.847,0.063,22.004,10.002,0.026,0.01,0.0,0.02,0.001,831.626,0.495,0.678,0.0,85.0,4.551,10.525,15.0,100.0,53.752,28.375,0.0,50.0,16.993,8.747,0.0,58.691,1.278,1.975,0.546,0.892,34.786,11.865,11.314,0.0,28.792,7.841,-15.347,0.0,7.045,0.105,0.145,1.464,15.329,9.728,1.468,0.025,0.01,0.106
SJA8888000,2017,TN,1.208,0.021,0.007,0.022,0.019,12620575.0,0.179,0.194,0.19,0.003,0.407,1.463,0.878,0.38,5.0,70.0,31.5,24.873,43.999,66.289,55.014,3.639,0.0,276.508,16.043,18.961,0.043,0.02,0.033,0.667,0.029,5.09,133.21,40.976,54.761,0.072,0.0,22.525,9.946,0.035,0.0,0.0,0.0,0.0,883.015,0.757,0.915,0.0,85.0,0.459,4.415,15.0,90.0,51.66,29.338,5.0,30.0,16.84,7.936,0.001,24.151,0.991,1.201,1.254,1.227,30.864,13.934,11.947,0.001,26.911,6.216,-15.282,0.002,1.6,0.094,0.096,2.933,13.654,9.302,1.019,0.028,0.01,0.211
SJA8950000,2017,TN,3.275,0.448,0.222,0.359,0.318,220221100.0,0.174,0.22,0.197,0.004,0.412,1.491,1.093,0.344,0.0,70.0,23.694,19.288,61.038,142.113,86.81,13.274,0.0,595.678,44.912,52.992,0.009,0.007,0.008,0.428,0.056,3.67,645.68,13.49,38.805,1.0,0.237,32.258,15.372,0.017,0.002,0.0,0.002,0.0,851.169,0.409,0.653,0.0,85.0,5.806,9.04,15.0,100.0,51.543,17.531,0.0,50.0,24.763,6.925,0.0,88.758,1.115,1.191,2.056,1.014,30.373,7.922,9.236,0.0,26.885,5.805,-17.944,0.0,922.779,0.086,0.449,0.157,15.46,10.148,1.329,0.023,0.002,0.027
SJA8988000,2017,TN,0.858,0.159,0.147,0.199,0.213,188967450.0,0.171,0.214,0.191,0.004,0.404,1.502,1.098,0.346,0.0,70.0,19.528,21.918,70.066,316.817,166.516,43.146,0.0,786.385,38.49,48.999,0.011,0.008,0.01,0.507,0.067,3.67,645.68,53.547,49.838,0.34,0.027,12.403,5.341,0.014,0.06,0.005,0.136,0.028,886.808,0.606,0.685,0.0,85.0,2.618,11.763,15.0,100.0,68.282,26.989,0.0,50.0,12.189,7.927,0.0,49.458,4.086,4.179,2.742,0.932,31.173,8.0,9.659,0.001,27.961,5.837,-20.358,0.0,4.707,0.289,0.272,1.908,15.105,7.878,1.994,0.016,0.007,0.045
SJA9031000,2019,TN,2.992,0.289,0.165,0.256,0.208,498617225.0,0.17,0.207,0.191,0.005,0.375,1.496,1.057,0.35,0.0,70.0,22.206,23.224,46.241,138.716,85.367,19.056,0.0,732.735,31.386,38.211,0.007,0.008,0.01,0.585,0.047,3.67,645.68,49.238,53.062,0.857,0.118,22.154,10.08,0.016,0.003,0.001,0.011,0.0,737.368,0.579,0.595,0.0,85.0,4.702,11.033,15.0,100.0,64.314,27.423,0.0,50.0,13.48,8.224,0.0,40.22,1.423,2.255,8.351,0.976,34.338,8.884,10.125,0.0,28.812,6.734,-18.23,0.0,3.579,0.112,0.161,1.962,15.779,9.793,1.555,0.014,0.003,0.046
SJA9031000,2020,TN,3.444,0.289,0.165,0.256,0.208,498617225.0,0.17,0.207,0.191,0.005,0.375,1.496,1.057,0.35,0.0,70.0,22.206,23.224,46.241,138.716,85.367,19.056,0.0,732.735,31.386,38.211,0.004,0.004,0.005,0.585,0.047,3.67,645.68,49.238,53.062,0.857,0.118,22.445,10.198,0.016,0.003,0.001,0.011,0.0,756.155,0.579,0.595,0.0,85.0,4.702,11.033,15.0,100.0,64.314,27.423,0.0,50.0,13.48,8.224,0.0,40.22,1.423,2.255,0.724,0.976,34.338,8.884,10.125,0.0,28.661,7.667,-13.804,0.0,3.579,0.112,0.161,1.962,15.779,9.793,1.555,0.014,0.003,0.046
SJA9059000,2017,TN,0.878,0.201,0.137,0.209,0.205,469818575.0,0.163,0.214,0.189,0.005,0.373,1.502,1.035,0.382,0.0,70.0,25.165,25.373,60.757,316.817,115.295,48.329,0.0,933.554,39.092,50.805,0.007,0.005,0.006,0.555,0.078,3.67,645.68,45.366,48.933,0.138,0.075,14.079,6.063,0.019,0.061,0.005,0.12,0.023,876.039,0.454,0.625,0.0,85.0,2.1,7.635,15.0,100.0,61.005,29.604,0.0,50.0,13.83,8.366,0.0,49.458,2.898,3.808,2.278,0.932,34.595,9.889,10.875,0.001,28.275,6.006,-20.358,0.0,4.707,0.21,0.25,1.908,16.318,8.77,2.037,0.016,0.006,0.051
SJA9092000,2019,TN,9.308,0.651,0.467,0.702,0.646,70470300.0,0.169,0.203,0.187,0.005,0.418,1.463,1.182,0.241,0.0,70.0,18.342,14.756,61.481,132.611,91.073,16.304,0.0,689.148,49.965,53.769,0.002,0.001,0.001,0.21,0.049,3.67,645.68,20.626,52.441,0.821,0.763,22.302,10.156,0.034,0.029,0.005,0.028,0.0,749.997,0.176,0.309,0.0,85.0,7.656,10.002,15.0,100.0,61.549,16.349,0.0,50.0,20.109,7.325,0.0,40.742,1.812,2.225,7.632,1.228,29.712,5.079,5.916,0.0,28.025,6.758,-17.755,0.0,3.288,0.131,0.16,2.2,15.395,9.708,1.685,0.049,0.003,0.004
SJA9092000,2020,TN,8.982,0.651,0.467,0.702,0.646,70470300.0,0.169,0.203,0.187,0.005,0.418,1.463,1.182,0.241,0.0,70.0,18.342,14.756,61.481,132.611,91.073,16.304,0.0,689.148,49.965,53.769,0.0,0.005,0.004,0.21,0.049,3.67,645.68,20.626,52.441,0.821,0.763,22.608,10.282,0.034,0.029,0.005,0.028,0.0,764.663,0.176,0.309,0.0,85.0,7.656,10.002,15.0,100.0,61.549,16.349,0.0,50.0,20.109,7.325,0.0,40.742,1.812,2.225,0.7,1.228,29.712,5.079,5.916,0.0,28.099,7.681,-11.193,0.0,3.288,0.131,0.16,2.2,15.395,9.708,1.685,0.049,0.003,0.004
SJA9097000,2017,TN,1.478,0.503,0.242,0.524,0.463,121628675.0,0.165,0.207,0.189,0.005,0.373,1.492,1.199,0.308,0.0,70.0,18.19,18.966,38.472,128.486,79.897,16.43,0.0,833.674,67.602,77.56,0.0,0.001,0.001,0.323,0.061,4.29,645.68,28.928,26.743,0.0,0.059,22.648,10.345,0.032,0.136,0.005,0.18,0.039,872.131,0.476,0.639,0.0,85.0,4.134,4.898,15.0,100.0,67.965,21.871,0.0,50.0,13.844,6.626,0.0,44.689,2.39,3.034,1.406,1.007,34.611,5.785,8.223,0.001,28.43,6.165,-17.549,0.0,4.198,0.172,0.211,2.227,15.761,9.304,1.764,0.045,0.008,0.029
SJA9117000,2017,TN,1.656,0.192,0.217,0.235,0.249,419916050.0,0.168,0.204,0.194,0.007,0.396,1.51,0.776,0.373,0.0,70.0,34.243,21.333,-0.242,35.128,16.8,5.396,0.0,651.013,19.933,31.898,0.001,0.002,0.002,0.305,0.043,3.67,645.68,21.617,36.468,0.996,0.019,25.655,11.667,0.017,0.001,0.0,0.017,0.0,856.288,0.375,0.663,0.0,85.0,1.833,5.184,15.0,100.0,43.892,25.784,0.0,50.0,21.864,11.07,0.0,33.574,0.796,1.318,0.856,0.878,31.998,17.023,11.994,0.0,28.098,6.766,-14.664,0.0,3.231,0.076,0.115,2.112,15.104,9.988,1.271,0.018,0.012,0.414
SJA9143000,2016,TN,2.1,0.472,0.335,0.446,0.438,45712050.0,0.173,0.209,0.193,0.005,0.408,1.486,1.079,0.404,0.0,70.0,26.631,26.596,64.958,130.445,89.07,8.556,0.0,1014.879,71.456,97.364,0.0,0.005,0.003,0.319,0.056,5.09,645.68,27.22,23.348,0.97,0.818,23.033,10.887,0.015,0.039,0.002,0.041,0.008,852.421,0.514,0.704,0.0,85.0,7.276,7.661,15.0,100.0,60.43,29.133,0.0,50.0,12.939,6.132,0.0,37.324,1.517,1.729,3.672,1.056,30.724,9.362,11.098,0.0,29.582,6.17,-24.469,0.0,3.414,0.114,0.131,2.305,15.426,10.092,1.761,0.04,0.087,0.011
SJA9197000,2020,TN,1.362,0.001,0.0,0.002,0.001,20294425.0,0.175,0.198,0.188,0.004,0.421,1.483,0.898,0.395,5.0,70.0,28.305,27.826,64.313,97.951,74.104,4.081,0.0,360.345,26.086,32.578,0.004,0.001,0.001,0.775,0.007,5.09,133.21,71.377,61.03,0.217,0.0,18.399,8.165,0.021,0.0,0.0,0.0,0.0,810.763,0.0,0.891,0.0,85.0,1.544,4.469,15.0,90.0,60.172,34.02,5.0,25.0,11.523,7.52,0.0,36.407,1.144,2.306,0.482,1.073,29.465,13.443,11.684,0.001,27.213,7.753,-10.698,0.0,2.722,0.092,0.159,2.664,14.269,10.261,1.611,0.002,0.003,0.191
SJA9270000,2016,TN,3.975,0.425,0.158,0.38,0.31,124398975.0,0.0,0.213,0.195,0.005,0.0,1.451,1.102,0.321,0.0,70.0,23.478,20.526,38.753,91.264,64.492,11.632,0.0,629.001,36.554,43.192,0.008,0.008,0.01,0.473,0.043,0.0,645.68,13.705,26.81,1.0,0.15,23.033,10.887,0.01,0.003,0.0,0.007,0.0,798.204,0.489,0.712,0.0,85.0,6.021,8.288,0.0,100.0,55.439,20.764,0.0,50.0,21.08,9.3,0.0,57.812,1.083,1.422,3.443,1.321,31.217,7.499,8.943,0.001,29.129,6.261,-28.009,0.0,6.936,0.087,0.116,1.826,15.743,10.138,1.299,0.021,0.002,0.025
SJA9316000,2016,TN,1.8,0.12,0.152,0.135,0.14,134208450.0,0.158,0.205,0.187,0.006,0.401,1.475,1.001,0.345,0.0,70.0,18.009,21.627,0.701,89.83,52.239,15.999,0.0,629.769,27.588,37.199,0.003,0.003,0.004,0.653,0.056,5.09,645.68,87.824,63.051,0.685,0.019,18.039,8.083,0.021,0.0,0.0,0.047,0.001,825.178,0.4,0.774,0.0,85.0,7.054,18.738,15.0,100.0,71.235,28.352,0.0,50.0,10.755,8.537,0.0,42.063,1.291,2.12,3.219,1.136,31.47,9.862,10.116,0.001,25.862,6.198,-26.374,0.0,3.504,0.104,0.152,2.132,15.56,9.769,1.409,0.019,0.003,0.128
SJA9316000,2017,TN,1.178,0.12,0.152,0.135,0.14,134208450.0,0.158,0.205,0.187,0.006,0.401,1.475,1.001,0.345,0.0,70.0,18.009,21.627,0.701,89.83,52.239,15.999,0.0,629.769,27.588,37.199,0.001,0.002,0.003,0.653,0.056,5.09,645.68,87.824,63.051,0.685,0.019,21.263,9.713,0.021,0.0,0.0,0.047,0.001,833.655,0.4,0.774,0.0,85.0,7.054,18.738,15.0,100.0,71.235,28.352,0.0,50.0,10.755,8.537,0.0,42.063,1.291,2.12,1.479,1.136,31.47,9.862,10.116,0.001,26.099,6.072,-16.876,0.0,3.504,0.104,0.152,2.132,15.56,9.769,1.409,0.019,0.003,0.128
SJA9316000,2018,TN,0.934,0.12,0.152,0.135,0.14,134208450.0,0.158,0.205,0.187,0.006,0.401,1.475,1.001,0.345,0.0,70.0,18.009,21.627,0.701,89.83,52.239,15.999,0.0,629.769,27.588,37.199,0.004,0.004,0.004,0.653,0.056,5.09,645.68,87.824,63.051,0.685,0.019,20.523,9.403,0.021,0.0,0.0,0.047,0.001,572.833,0.4,0.774,0.0,85.0,7.054,18.738,15.0,100.0,71.235,28.352,0.0,50.0,10.755,8.537,0.0,42.063,1.291,2.12,2.727,1.136,31.47,9.862,10.116,0.001,30.543,7.009,-19.446,0.0,3.504,0.104,0.152,2.132,15.56,9.769,1.409,0.019,0.003,0.128
SJA9316000,2019,TN,1.219,0.12,0.152,0.135,0.14,134208450.0,0.158,0.205,0.187,0.006,0.401,1.475,1.001,0.345,0.0,70.0,18.009,21.627,0.701,89.83,52.239,15.999,0.0,629.769,27.588,37.199,0.002,0.002,0.002,0.653,0.056,5.09,645.68,87.824,63.051,0.685,0.019,18.998,8.471,0.021,0.0,0.0,0.047,0.001,819.612,0.4,0.774,0.0,85.0,7.054,18.738,15.0,100.0,71.235,28.352,0.0,50.0,10.755,8.537,0.0,42.063,1.291,2.12,4.605,1.136,31.47,9.862,10.116,0.001,28.321,6.956,-18.353,0.0,3.504,0.104,0.152,2.132,15.56,9.769,1.409,0.019,0.003,0.128
SJA9316000,2020,TN,2.068,0.12,0.152,0.135,0.14,134208450.0,0.158,0.205,0.187,0.006,0.401,1.475,1.001,0.345,0.0,70.0,18.009,21.627,0.701,89.83,52.239,15.999,0.0,629.769,27.588,37.199,0.001,0.002,0.002,0.653,0.056,5.09,645.68,87.824,63.051,0.685,0.019,18.212,8.07,0.021,0.0,0.0,0.047,0.001,829.833,0.4,0.774,0.0,85.0,7.054,18.738,15.0,100.0,71.235,28.352,0.0,50.0,10.755,8.537,0.0,42.063,1.291,2.12,0.385,1.136,31.47,9.862,10.116,0.001,27.293,7.949,-10.92,0.0,3.504,0.104,0.152,2.132,15.56,9.769,1.409,0.019,0.003,0.128
SJA9341000,2019,TN,1.925,0.35,0.242,0.35,0.325,369766425.0,0.177,0.213,0.196,0.004,0.371,1.486,0.981,0.383,0.0,70.0,27.268,22.259,50.55,106.646,69.459,4.827,0.0,564.034,31.922,39.387,0.008,0.007,0.008,0.406,0.041,3.67,645.68,19.683,43.531,1.0,0.153,25.055,10.99,0.02,0.008,0.0,0.017,0.002,820.923,0.408,0.652,0.0,85.0,3.35,8.661,15.0,100.0,50.809,24.549,0.0,50.0,21.923,10.698,0.0,39.593,1.081,1.285,4.876,1.055,34.768,11.022,11.016,0.0,29.304,6.963,-22.794,0.001,3.955,0.089,0.095,1.939,15.377,9.802,1.251,0.028,0.005,0.149
SJA9348000,2017,TN,0.822,0.106,0.085,0.117,0.133,82943800.0,0.171,0.205,0.19,0.004,0.405,1.502,1.115,0.357,5.0,70.0,22.838,22.717,65.981,125.963,91.378,10.216,0.0,559.274,36.455,41.564,0.011,0.013,0.014,0.687,0.059,4.29,133.21,34.523,38.607,0.0,0.013,21.432,9.777,0.019,0.03,0.002,0.062,0.007,857.233,0.666,0.832,0.0,85.0,1.079,3.799,15.0,90.0,61.556,26.58,3.0,50.0,15.605,9.09,0.0,35.784,2.027,2.29,1.37,0.937,31.044,7.865,9.864,0.0,28.43,6.186,-17.549,0.0,2.896,0.155,0.161,2.141,14.836,9.158,1.703,0.008,0.011,0.045
SJA9399000,2018,TN,1.055,0.0,0.0,0.0,0.0,14439050.0,0.18,0.212,0.198,0.008,0.427,1.525,0.721,0.405,6.0,70.0,36.486,20.881,32.147,54.506,40.093,2.951,0.0,187.794,13.919,15.6,0.0,0.0,0.0,0.441,0.0,4.29,113.71,39.282,50.259,1.0,0.0,15.811,6.626,0.0,0.0,0.0,0.0,0.0,647.209,0.0,0.708,0.0,85.0,0.372,5.607,15.0,90.0,45.414,30.34,3.0,50.0,18.1,10.673,0.0,27.328,0.602,1.332,2.937,0.764,28.891,19.542,11.805,0.0,29.314,7.038,-22.112,0.0,1.994,0.056,0.095,2.51,13.987,10.343,1.112,0.0,0.004,0.555
SJA9430000,2017,TN,1.38,0.283,0.226,0.29,0.293,5315513675.0,0.16,0.22,0.193,0.006,0.371,1.566,1.024,0.351,0.0,70.0,24.879,22.305,2.207,142.113,56.365,21.914,0.0,1241.632,33.994,52.572,0.007,0.006,0.008,0.543,0.042,3.67,645.68,34.327,47.419,0.507,0.119,26.32,12.21,0.02,0.018,0.001,0.039,0.005,866.561,0.537,0.662,0.0,85.0,2.445,6.485,15.0,100.0,57.261,26.812,0.0,50.0,17.86,10.452,0.0,88.758,1.15,1.667,1.495,0.483,34.808,9.483,10.134,0.001,28.55,6.192,-18.86,0.0,922.779,0.098,0.157,0.157,15.942,9.829,1.346,0.02,0.007,0.083
SJA9468000,2016,TN,0.795,0.186,0.16,0.187,0.19,106142050.0,0.165,0.21,0.191,0.005,0.412,1.496,1.124,0.32,0.0,70.0,18.346,20.822,138.267,317.269,194.293,33.024,0.0,710.633,51.335,52.601,0.005,0.006,0.007,0.605,0.091,3.67,645.68,51.465,48.643,0.292,0.023,14.846,6.274,0.038,0.16,0.028,0.164,0.022,885.839,0.518,0.657,0.0,85.0,4.476,16.304,15.0,100.0,69.867,25.736,0.0,50.0,11.786,7.804,0.0,40.154,4.788,4.324,3.694,0.978,30.358,7.148,8.888,0.001,29.264,6.061,-24.648,0.0,3.142,0.33,0.283,2.14,14.97,7.598,2.126,0.024,0.02,0.036
SJA9520000,2019,TN,1.328,0.08,0.006,0.053,0.028,47841300.0,0.177,0.202,0.188,0.004,0.407,1.476,1.073,0.298,0.0,70.0,19.623,23.2,19.152,59.372,37.146,9.136,0.0,363.588,18.484,23.813,0.006,0.009,0.005,0.864,0.012,4.29,645.68,74.585,51.92,1.0,0.002,16.253,6.21,0.006,0.0,0.0,0.0,0.0,844.509,0.813,0.959,0.0,85.0,2.067,8.232,15.0,100.0,71.176,28.213,0.0,50.0,9.202,8.003,0.0,32.505,1.059,1.291,2.907,1.13,30.841,7.562,8.246,0.0,28.922,7.421,-18.916,0.001,2.751,0.099,0.107,2.19,14.408,9.289,1.099,0.004,0.001,0.031
SJA9544000,2016,TN,6.725,0.514,0.281,0.441,0.338,106324850.0,0.17,0.206,0.191,0.005,0.419,1.477,1.226,0.187,0.0,70.0,14.107,7.201,66.924,138.016,109.555,17.246,0.0,881.905,47.737,52.711,0.0,0.0,0.0,0.345,0.043,4.29,645.68,25.416,55.726,0.978,0.126,20.118,9.129,0.034,0.0,0.0,0.007,0.0,859.326,0.366,0.338,0.0,85.0,8.977,10.17,15.0,100.0,65.983,12.86,0.0,50.0,19.91,8.798,0.0,38.585,1.644,2.114,4.516,1.124,29.673,3.94,3.602,0.0,27.486,5.884,-26.297,0.0,6.367,0.121,0.153,2.028,15.311,9.805,1.595,0.062,0.001,0.0
SJA9544000,2019,TN,7.3,0.514,0.281,0.441,0.338,106324850.0,0.17,0.206,0.191,0.005,0.419,1.477,1.226,0.187,0.0,70.0,14.107,7.201,66.924,138.016,109.555,17.246,0.0,881.905,47.737,52.711,0.0,0.001,0.001,0.345,0.043,4.29,645.68,25.416,55.726,0.978,0.126,22.302,10.156,0.034,0.0,0.0,0.007,0.0,753.134,0.366,0.338,0.0,85.0,8.977,10.17,15.0,100.0,65.983,12.86,0.0,50.0,19.91,8.798,0.0,38.585,1.644,2.114,7.962,1.124,29.673,3.94,3.602,0.0,28.12,6.706,-18.072,0.0,6.367,0.121,0.153,2.028,15.311,9.805,1.595,0.062,0.001,0.0
SJA9544000,2020,TN,8.725,0.514,0.281,0.441,0.338,106324850.0,0.17,0.206,0.191,0.005,0.419,1.477,1.226,0.187,0.0,70.0,14.107,7.201,66.924,138.016,109.555,17.246,0.0,881.905,47.737,52.711,0.0,0.0,0.0,0.345,0.043,4.29,645.68,25.416,55.726,0.978,0.126,22.608,10.282,0.034,0.0,0.0,0.007,0.0,769.627,0.366,0.338,0.0,85.0,8.977,10.17,15.0,100.0,65.983,12.86,0.0,50.0,19.91,8.798,0.0,38.585,1.644,2.114,0.745,1.124,29.673,3.94,3.602,0.0,28.099,7.629,-11.307,0.0,6.367,0.121,0.153,2.028,15.311,9.805,1.595,0.062,0.001,0.0
SJA9574000,2020,TN,2.525,0.247,0.23,0.292,0.3,175563225.0,0.17,0.205,0.19,0.005,0.398,1.497,0.959,0.343,0.0,70.0,23.944,22.963,8.62,95.551,56.391,14.078,0.0,765.443,30.048,41.232,0.002,0.003,0.004,0.51,0.112,3.67,645.68,47.772,55.708,0.779,0.058,21.791,9.863,0.019,0.002,0.0,0.071,0.005,769.255,0.508,0.641,0.0,85.0,5.568,12.224,15.0,100.0,60.988,27.78,0.0,50.0,15.068,8.374,0.0,45.518,1.33,2.354,0.611,0.972,31.804,10.808,10.329,0.001,28.522,7.874,-13.709,0.0,3.887,0.107,0.172,2.201,15.197,9.815,1.472,0.015,0.004,0.094
SJA9587000,2017,TN,2.425,0.446,0.357,0.437,0.426,45491825.0,0.163,0.2,0.187,0.005,0.377,1.496,1.097,0.399,0.0,70.0,24.615,24.061,38.218,130.081,71.886,15.339,0.0,833.469,66.06,79.2,0.006,0.002,0.003,0.38,0.072,4.29,645.68,30.911,35.905,0.0,0.044,22.648,10.345,0.032,0.016,0.0,0.044,0.002,855.409,0.59,0.558,0.0,85.0,3.183,4.48,15.0,100.0,61.202,26.775,0.0,50.0,14.183,5.882,0.0,34.464,1.547,1.72,1.752,0.979,34.043,8.954,11.011,0.001,27.691,6.2,-18.145,0.0,3.526,0.118,0.133,2.101,15.38,9.888,1.553,0.06,0.007,0.003
SJA9609000,2017,TN,1.525,0.112,0.14,0.131,0.147,195025350.0,0.176,0.205,0.189,0.004,0.407,1.463,0.976,0.302,0.0,70.0,25.973,21.54,20.328,66.289,40.283,9.058,0.0,436.833,15.429,20.442,0.011,0.007,0.009,0.75,0.027,3.67,645.68,24.775,40.66,0.568,0.014,23.718,10.602,0.009,0.028,0.0,0.044,0.004,876.877,0.667,0.739,0.0,85.0,1.158,4.181,15.0,100.0,53.442,23.793,0.0,50.0,20.586,9.114,0.0,24.151,0.793,0.98,1.162,1.227,30.864,9.772,9.49,0.0,27.118,6.299,-19.19,0.0,1.812,0.081,0.085,2.682,13.962,9.532,0.985,0.011,0.003,0.089
SJA9800000,2020,TN,1.602,0.297,0.243,0.304,0.328,7665775.0,0.18,0.204,0.189,0.003,0.41,1.442,1.181,0.198,5.0,70.0,8.683,10.962,21.144,49.832,39.421,3.664,0.0,376.538,31.459,40.004,0.0,0.009,0.004,0.493,0.077,5.09,133.21,107.419,50.232,0.697,1.01,12.879,5.294,0.055,0.0,0.0,0.0,0.0,830.52,0.588,0.642,0.0,85.0,7.423,15.392,15.0,90.0,82.12,16.91,3.0,30.0,9.197,8.591,0.001,29.045,1.55,2.193,0.713,1.399,30.535,4.634,4.423,0.001,27.438,8.117,-5.97,0.0,2.432,0.126,0.17,2.672,14.108,9.513,1.452,0.067,0.006,0.005
SJA9895000,2016,TN,2.575,0.561,0.098,0.368,0.28,40587025.0,0.182,0.209,0.195,0.003,0.421,1.446,1.243,0.161,0.0,70.0,14.387,5.106,102.229,143.626,122.271,5.815,0.0,529.034,44.017,44.758,0.0,0.013,0.002,0.333,0.031,5.09,645.68,21.467,61.446,1.0,0.047,20.118,9.129,0.025,0.0,0.0,0.195,0.032,844.875,0.0,0.56,0.0,85.0,8.491,9.361,15.0,100.0,66.905,8.714,0.0,50.0,18.708,5.243,0.0,36.343,1.474,2.14,4.56,1.366,29.414,3.611,2.927,0.0,27.98,5.764,-26.685,0.0,2.864,0.108,0.152,2.275,15.208,10.056,1.556,0.037,0.012,0.0
SJA9895000,2017,TN,3.525,0.561,0.098,0.368,0.28,40587025.0,0.182,0.209,0.195,0.003,0.421,1.446,1.243,0.161,0.0,70.0,14.387,5.106,102.229,143.626,122.271,5.815,0.0,529.034,44.017,44.758,0.0,0.005,0.0,0.333,0.031,5.09,645.68,21.467,61.446,1.0,0.047,22.962,10.547,0.025,0.0,0.0,0.195,0.032,827.359,0.0,0.56,0.0,85.0,8.491,9.361,15.0,100.0,66.905,8.714,0.0,50.0,18.708,5.243,0.0,36.343,1.474,2.14,2.481,1.366,29.414,3.611,2.927,0.0,26.385,5.622,-18.123,0.0,2.864,0.108,0.152,2.275,15.208,10.056,1.556,0.037,0.012,0.0
SJA9895000,2018,TN,4.467,0.561,0.098,0.368,0.28,40587025.0,0.182,0.209,0.195,0.003,0.421,1.446,1.243,0.161,0.0,70.0,14.387,5.106,102.229,143.626,122.271,5.815,0.0,529.034,44.017,44.758,0.0,0.0,0.0,0.333,0.031,5.09,645.68,21.467,61.446,1.0,0.047,21.226,9.621,0.025,0.0,0.0,0.195,0.032,564.767,0.0,0.56,0.0,85.0,8.491,9.361,15.0,100.0,66.905,8.714,0.0,50.0,18.708,5.243,0.0,36.343,1.474,2.14,4.1,1.366,29.414,3.611,2.927,0.0,29.458,6.565,-22.284,0.0,2.864,0.108,0.152,2.275,15.208,10.056,1.556,0.037,0.012,0.0
