obs_id,site_code,obs_year,obs_value,arable_prop,area,clay1_mean,forest_prop,grassland_prop,k1_mean,limestone_prop,livestock_density,other_prop,precip_mean,rock1_mean,sand1_mean,silt1_mean,slope_mean,soc1_mean,stream_density,twi_mean,urban_prop,water_prop,wetland_prop
294,SJA7347000,2019,2.45,0.229,1142218381.25,28.738,0.572,0.037,43.46,0.841,0.068,0.021,793.582,4.022,55.913,15.349,1.299,11.767,0.0,9.771,0.017,0.009,0.115
295,SJA7548000,2016,1.41,0.297,847684925.0,19.928,0.505,0.069,52.244,0.044,0.067,0.029,883.371,2.684,67.724,12.348,3.056,7.378,0.001,8.619,0.038,0.027,0.035
296,SJA7548000,2019,0.978,0.297,847684925.0,19.928,0.505,0.069,52.244,0.044,0.067,0.029,758.001,2.684,67.724,12.348,3.056,7.378,0.001,8.619,0.038,0.027,0.035
297,SJA7548000,2020,1.002,0.297,847684925.0,19.928,0.505,0.069,52.244,0.044,0.067,0.029,739.946,2.684,67.724,12.348,3.056,7.378,0.001,8.619,0.038,0.027,0.035
298,SJA7565000,2017,0.755,0.042,53754425.0,21.145,0.829,0.026,94.598,0.0,0.011,0.007,864.869,1.181,69.789,9.066,2.736,9.263,0.001,8.422,0.006,0.01,0.079
299,SJA7631000,2016,1.207,0.106,1764044875.0,22.896,0.348,0.042,53.897,0.092,0.03,0.011,876.443,1.937,62.719,14.385,2.776,8.811,0.0,8.63,0.009,0.006,0.031
300,SJA7631000,2017,1.135,0.106,1764044875.0,22.896,0.348,0.042,53.897,0.092,0.03,0.011,881.92,1.937,62.719,14.385,2.776,8.811,0.0,8.63,0.009,0.006,0.031
301,SJA7631000,2018,0.87,0.106,1764044875.0,22.896,0.348,0.042,53.897,0.092,0.03,0.011,599.143,1.937,62.719,14.385,2.776,8.811,0.0,8.63,0.009,0.006,0.031
302,SJA7631000,2019,0.89,0.106,1764044875.0,22.896,0.348,0.042,53.897,0.092,0.03,0.011,816.248,1.937,62.719,14.385,2.776,8.811,0.0,8.63,0.009,0.006,0.031
303,SJA7631000,2020,0.938,0.106,1764044875.0,22.896,0.348,0.042,53.897,0.092,0.03,0.011,757.284,1.937,62.719,14.385,2.776,8.811,0.0,8.63,0.009,0.006,0.031
304,SJA7675000,2016,1.8,0.351,930164575.0,17.46,0.476,0.051,54.825,0.0,0.182,0.019,870.001,3.015,71.482,11.058,2.28,7.099,0.001,9.081,0.03,0.009,0.064
305,SJA7675000,2017,1.668,0.351,930164575.0,17.46,0.476,0.051,54.825,0.0,0.182,0.019,818.551,3.015,71.482,11.058,2.28,7.099,0.001,9.081,0.03,0.009,0.064
306,SJA7675000,2018,1.222,0.351,930164575.0,17.46,0.476,0.051,54.825,0.0,0.182,0.019,582.968,3.015,71.482,11.058,2.28,7.099,0.001,9.081,0.03,0.009,0.064
307,SJA7675000,2019,1.405,0.351,930164575.0,17.46,0.476,0.051,54.825,0.0,0.182,0.019,704.178,3.015,71.482,11.058,2.28,7.099,0.001,9.081,0.03,0.009,0.064
308,SJA7675000,2020,1.29,0.351,930164575.0,17.46,0.476,0.051,54.825,0.0,0.182,0.019,706.278,3.015,71.482,11.058,2.28,7.099,0.001,9.081,0.03,0.009,0.064
309,SJA7693000,2017,1.915,0.218,410340350.0,35.493,0.647,0.024,23.639,1.0,0.15,0.016,868.862,1.558,44.23,20.277,0.986,14.006,0.001,9.592,0.015,0.005,0.075
310,SJA7702000,2017,1.54,0.172,177863850.0,21.53,0.77,0.019,46.876,0.997,0.001,0.008,854.001,1.087,63.119,15.35,0.969,7.832,0.001,9.763,0.005,0.001,0.023
311,SJA7837000,2016,3.717,0.293,310042550.0,24.17,0.401,0.086,40.121,0.419,0.077,0.044,748.686,6.022,58.915,16.916,1.284,9.666,0.001,9.724,0.111,0.007,0.058
312,SJA7837000,2017,2.983,0.293,310042550.0,24.17,0.401,0.086,40.121,0.419,0.077,0.044,841.218,6.022,58.915,16.916,1.284,9.666,0.001,9.724,0.111,0.007,0.058
313,SJA7837000,2018,2.249,0.293,310042550.0,24.17,0.401,0.086,40.121,0.419,0.077,0.044,571.924,6.022,58.915,16.916,1.284,9.666,0.001,9.724,0.111,0.007,0.058
314,SJA7837000,2019,2.616,0.293,310042550.0,24.17,0.401,0.086,40.121,0.419,0.077,0.044,843.22,6.022,58.915,16.916,1.284,9.666,0.001,9.724,0.111,0.007,0.058
315,SJA7837000,2020,2.783,0.293,310042550.0,24.17,0.401,0.086,40.121,0.419,0.077,0.044,824.864,6.022,58.915,16.916,1.284,9.666,0.001,9.724,0.111,0.007,0.058
316,SJA7946000,2016,4.217,0.368,894086000.0,27.183,0.485,0.033,19.024,1.0,0.146,0.017,823.586,4.568,53.147,19.669,1.197,10.088,0.0,10.003,0.018,0.008,0.07
317,SJA7946000,2017,3.65,0.368,894086000.0,27.183,0.485,0.033,19.024,1.0,0.146,0.017,828.3,4.568,53.147,19.669,1.197,10.088,0.0,10.003,0.018,0.008,0.07
318,SJA7946000,2018,4.125,0.368,894086000.0,27.183,0.485,0.033,19.024,1.0,0.146,0.017,565.215,4.568,53.147,19.669,1.197,10.088,0.0,10.003,0.018,0.008,0.07
319,SJA7946000,2019,3.575,0.368,894086000.0,27.183,0.485,0.033,19.024,1.0,0.146,0.017,741.314,4.568,53.147,19.669,1.197,10.088,0.0,10.003,0.018,0.008,0.07
320,SJA7946000,2020,3.95,0.368,894086000.0,27.183,0.485,0.033,19.024,1.0,0.146,0.017,781.729,4.568,53.147,19.669,1.197,10.088,0.0,10.003,0.018,0.008,0.07
321,SJA7982000,2016,2.783,0.316,7823195575.0,25.731,0.474,0.049,30.697,0.351,0.089,0.018,832.911,3.503,57.229,17.039,1.653,9.518,0.001,9.583,0.024,0.046,0.061
322,SJA7982000,2017,1.975,0.316,7823195575.0,25.731,0.474,0.049,30.697,0.351,0.089,0.018,828.716,3.503,57.229,17.039,1.653,9.518,0.001,9.583,0.024,0.046,0.061
323,SJA7982000,2018,1.62,0.316,7823195575.0,25.731,0.474,0.049,30.697,0.351,0.089,0.018,561.3,3.503,57.229,17.039,1.653,9.518,0.001,9.583,0.024,0.046,0.061
324,SJA7982000,2019,2.02,0.316,7823195575.0,25.731,0.474,0.049,30.697,0.351,0.089,0.018,728.183,3.503,57.229,17.039,1.653,9.518,0.001,9.583,0.024,0.046,0.061
325,SJA7982000,2020,2.4,0.316,7823195575.0,25.731,0.474,0.049,30.697,0.351,0.089,0.018,755.71,3.503,57.229,17.039,1.653,9.518,0.001,9.583,0.024,0.046,0.061
326,SJA8007000,2016,3.067,0.323,8513911250.0,25.182,0.464,0.053,31.651,0.322,0.085,0.019,834.939,3.551,58.159,16.659,1.709,9.288,0.001,9.549,0.027,0.044,0.058
327,SJA8007000,2017,2.147,0.323,8513911250.0,25.182,0.464,0.053,31.651,0.322,0.085,0.019,826.296,3.551,58.159,16.659,1.709,9.288,0.001,9.549,0.027,0.044,0.058
328,SJA8007000,2018,1.895,0.323,8513911250.0,25.182,0.464,0.053,31.651,0.322,0.085,0.019,561.584,3.551,58.159,16.659,1.709,9.288,0.001,9.549,0.027,0.044,0.058
329,SJA8007000,2019,2.337,0.323,8513911250.0,25.182,0.464,0.053,31.651,0.322,0.085,0.019,725.491,3.551,58.159,16.659,1.709,9.288,0.001,9.549,0.027,0.044,0.058
330,SJA8007000,2020,2.517,0.323,8513911250.0,25.182,0.464,0.053,31.651,0.322,0.085,0.019,752.218,3.551,58.159,16.659,1.709,9.288,0.001,9.549,0.027,0.044,0.058
331,SJA8127000,2016,1.301,0.086,151256900.0,29.672,0.737,0.025,57.067,0.996,0.009,0.012,909.226,0.117,57.387,12.941,1.485,13.005,0.0,9.732,0.006,0.005,0.129
332,SJA8127000,2017,1.055,0.086,151256900.0,29.672,0.737,0.025,57.067,0.996,0.009,0.012,839.933,0.117,57.387,12.941,1.485,13.005,0.0,9.732,0.006,0.005,0.129
333,SJA8127000,2018,0.808,0.086,151256900.0,29.672,0.737,0.025,57.067,0.996,0.009,0.012,617.152,0.117,57.387,12.941,1.485,13.005,0.0,9.732,0.006,0.005,0.129
334,SJA8127000,2019,0.992,0.086,151256900.0,29.672,0.737,0.025,57.067,0.996,0.009,0.012,780.398,0.117,57.387,12.941,1.485,13.005,0.0,9.732,0.006,0.005,0.129
335,SJA8127000,2020,0.988,0.086,151256900.0,29.672,0.737,0.025,57.067,0.996,0.009,0.012,778.618,0.117,57.387,12.941,1.485,13.005,0.0,9.732,0.006,0.005,0.129
336,SJA8190000,2019,1.6,0.167,782198325.0,24.793,0.619,0.042,41.543,0.712,0.028,0.047,730.05,4.455,56.908,18.299,1.124,10.388,0.0,9.821,0.026,0.008,0.09
337,SJA8190000,2020,0.94,0.167,782198325.0,24.793,0.619,0.042,41.543,0.712,0.028,0.047,732.613,4.455,56.908,18.299,1.124,10.388,0.0,9.821,0.026,0.008,0.09
338,SJA8211000,2016,3.375,0.208,396949650.0,18.523,0.729,0.029,48.721,1.0,0.076,0.012,862.71,2.482,66.871,14.606,0.917,7.186,0.0,10.085,0.012,0.002,0.009
339,SJA8211000,2017,2.637,0.208,396949650.0,18.523,0.729,0.029,48.721,1.0,0.076,0.012,788.887,2.482,66.871,14.606,0.917,7.186,0.0,10.085,0.012,0.002,0.009
340,SJA8211000,2018,3.55,0.208,396949650.0,18.523,0.729,0.029,48.721,1.0,0.076,0.012,558.193,2.482,66.871,14.606,0.917,7.186,0.0,10.085,0.012,0.002,0.009
341,SJA8211000,2019,3.375,0.208,396949650.0,18.523,0.729,0.029,48.721,1.0,0.076,0.012,708.064,2.482,66.871,14.606,0.917,7.186,0.0,10.085,0.012,0.002,0.009
342,SJA8211000,2020,3.429,0.208,396949650.0,18.523,0.729,0.029,48.721,1.0,0.076,0.012,741.971,2.482,66.871,14.606,0.917,7.186,0.0,10.085,0.012,0.002,0.009
343,SJA8291000,2017,2.175,0.364,539352850.0,28.134,0.498,0.038,16.116,0.698,0.102,0.016,831.932,2.813,51.99,19.876,1.052,10.334,0.001,10.111,0.02,0.004,0.059
344,SJA8358000,2016,8.017,0.583,39670375.0,15.886,0.319,0.034,24.417,1.0,0.21,0.021,818.19,7.426,67.366,16.748,1.29,4.619,0.0,10.079,0.027,0.001,0.015
345,SJA8358000,2017,5.85,0.583,39670375.0,15.886,0.319,0.034,24.417,1.0,0.21,0.021,859.426,7.426,67.366,16.748,1.29,4.619,0.0,10.079,0.027,0.001,0.015
346,SJA8358000,2018,6.225,0.583,39670375.0,15.886,0.319,0.034,24.417,1.0,0.21,0.021,565.099,7.426,67.366,16.748,1.29,4.619,0.0,10.079,0.027,0.001,0.015
347,SJA8358000,2019,8.875,0.583,39670375.0,15.886,0.319,0.034,24.417,1.0,0.21,0.021,791.467,7.426,67.366,16.748,1.29,4.619,0.0,10.079,0.027,0.001,0.015
348,SJA8358000,2020,7.975,0.583,39670375.0,15.886,0.319,0.034,24.417,1.0,0.21,0.021,832.654,7.426,67.366,16.748,1.29,4.619,0.0,10.079,0.027,0.001,0.015
349,SJA8431000,2017,0.828,0.069,573304375.0,20.579,0.224,0.023,56.034,0.13,0.014,0.009,895.868,2.548,65.385,14.035,3.617,7.821,0.0,8.046,0.006,0.005,0.021
350,SJA8438000,2017,1.368,0.121,534082875.0,19.965,0.723,0.037,63.361,0.002,0.079,0.027,899.567,4.476,66.918,13.117,0.936,8.342,0.001,9.834,0.012,0.004,0.061
351,SJA8438000,2018,1.453,0.121,534082875.0,19.965,0.723,0.037,63.361,0.002,0.079,0.027,580.23,4.476,66.918,13.117,0.936,8.342,0.001,9.834,0.012,0.004,0.061
352,SJA8438000,2019,1.19,0.121,534082875.0,19.965,0.723,0.037,63.361,0.002,0.079,0.027,834.201,4.476,66.918,13.117,0.936,8.342,0.001,9.834,0.012,0.004,0.061
353,SJA8438000,2020,1.17,0.121,534082875.0,19.965,0.723,0.037,63.361,0.002,0.079,0.027,872.345,4.476,66.918,13.117,0.936,8.342,0.001,9.834,0.012,0.004,0.061
354,SJA8444000,2016,1.165,0.138,155791275.0,25.4,0.708,0.025,32.269,0.877,0.036,0.014,794.617,2.458,56.322,18.277,0.792,9.615,0.0,9.751,0.008,0.002,0.105
355,SJA8444000,2017,1.042,0.138,155791275.0,25.4,0.708,0.025,32.269,0.877,0.036,0.014,883.652,2.458,56.322,18.277,0.792,9.615,0.0,9.751,0.008,0.002,0.105
356,SJA8444000,2018,1.345,0.138,155791275.0,25.4,0.708,0.025,32.269,0.877,0.036,0.014,579.111,2.458,56.322,18.277,0.792,9.615,0.0,9.751,0.008,0.002,0.105
357,SJA8444000,2019,1.348,0.138,155791275.0,25.4,0.708,0.025,32.269,0.877,0.036,0.014,850.543,2.458,56.322,18.277,0.792,9.615,0.0,9.751,0.008,0.002,0.105
358,SJA8444000,2020,1.198,0.138,155791275.0,25.4,0.708,0.025,32.269,0.877,0.036,0.014,890.82,2.458,56.322,18.277,0.792,9.615,0.0,9.751,0.008,0.002,0.105
359,SJA8483000,2016,2.475,0.285,5128295375.0,24.802,0.545,0.042,34.315,0.517,0.123,0.02,809.901,2.428,57.366,17.832,1.162,9.426,0.001,9.826,0.021,0.007,0.079
360,SJA8483000,2017,2.151,0.285,5128295375.0,24.802,0.545,0.042,34.315,0.517,0.123,0.02,866.349,2.428,57.366,17.832,1.162,9.426,0.001,9.826,0.021,0.007,0.079
361,SJA8483000,2018,2.045,0.285,5128295375.0,24.802,0.545,0.042,34.315,0.517,0.123,0.02,560.369,2.428,57.366,17.832,1.162,9.426,0.001,9.826,0.021,0.007,0.079
362,SJA8483000,2019,2.022,0.285,5128295375.0,24.802,0.545,0.042,34.315,0.517,0.123,0.02,774.509,2.428,57.366,17.832,1.162,9.426,0.001,9.826,0.021,0.007,0.079
363,SJA8483000,2020,2.317,0.285,5128295375.0,24.802,0.545,0.042,34.315,0.517,0.123,0.02,835.35,2.428,57.366,17.832,1.162,9.426,0.001,9.826,0.021,0.007,0.079
364,SJA8617000,2017,3.675,0.346,561187200.0,31.979,0.499,0.045,13.616,1.0,0.125,0.018,859.618,4.266,45.283,22.738,1.034,12.03,0.0,9.993,0.026,0.002,0.065
365,SJA8617000,2018,3.0,0.346,561187200.0,31.979,0.499,0.045,13.616,1.0,0.125,0.018,564.617,4.266,45.283,22.738,1.034,12.03,0.0,9.993,0.026,0.002,0.065
366,SJA8617000,2019,2.575,0.346,561187200.0,31.979,0.499,0.045,13.616,1.0,0.125,0.018,775.921,4.266,45.283,22.738,1.034,12.03,0.0,9.993,0.026,0.002,0.065
367,SJA8623000,2017,2.125,0.289,105917800.0,27.431,0.413,0.041,21.529,1.0,0.049,0.037,877.437,3.303,52.171,20.398,1.246,12.517,0.001,9.639,0.052,0.007,0.16
368,SJA8673000,2019,1.665,0.233,57026325.0,36.708,0.354,0.046,12.656,1.0,0.122,0.01,835.709,2.892,42.581,20.71,0.965,16.141,0.001,9.71,0.018,0.004,0.336
369,SJA8724000,2019,2.5,0.06,99466200.0,37.753,0.692,0.051,30.68,0.987,0.015,0.082,875.163,8.808,44.568,17.679,1.332,14.579,0.0,9.38,0.037,0.006,0.071
370,SJA8841000,2016,2.94,0.29,531827250.0,22.15,0.576,0.053,50.042,0.856,0.113,0.016,886.017,5.223,64.395,13.455,1.416,8.971,0.0,9.788,0.015,0.004,0.046
371,SJA8841000,2017,2.383,0.29,531827250.0,22.15,0.576,0.053,50.042,0.856,0.113,0.016,809.923,5.223,64.395,13.455,1.416,8.971,0.0,9.788,0.015,0.004,0.046
372,SJA8841000,2018,2.825,0.29,531827250.0,22.15,0.576,0.053,50.042,0.856,0.113,0.016,566.24,5.223,64.395,13.455,1.416,8.971,0.0,9.788,0.015,0.004,0.046
373,SJA8841000,2019,2.783,0.29,531827250.0,22.15,0.576,0.053,50.042,0.856,0.113,0.016,740.472,5.223,64.395,13.455,1.416,8.971,0.0,9.788,0.015,0.004,0.046
374,SJA8841000,2020,3.335,0.29,531827250.0,22.15,0.576,0.053,50.042,0.856,0.113,0.016,758.329,5.223,64.395,13.455,1.416,8.971,0.0,9.788,0.015,0.004,0.046
375,SJA8884000,2020,3.3,0.242,1930662856.25,29.254,0.541,0.049,35.416,0.847,0.063,0.026,831.626,4.551,53.752,16.993,1.278,11.865,0.0,9.728,0.025,0.01,0.106
376,SJA8888000,2017,1.208,0.021,12620575.0,31.5,0.667,0.029,40.976,0.072,0.0,0.035,883.015,0.459,51.66,16.84,0.991,13.934,0.001,9.302,0.028,0.01,0.211
377,SJA8950000,2017,3.275,0.448,220221100.0,23.694,0.428,0.056,13.49,1.0,0.237,0.017,851.169,5.806,51.543,24.763,1.115,7.922,0.0,10.148,0.023,0.002,0.027
378,SJA8988000,2017,0.858,0.159,188967450.0,19.528,0.507,0.067,53.547,0.34,0.027,0.014,886.808,2.618,68.282,12.189,4.086,8.0,0.001,7.878,0.016,0.007,0.045
379,SJA9031000,2019,2.992,0.289,498617225.0,22.206,0.585,0.047,49.238,0.857,0.118,0.016,737.368,4.702,64.314,13.48,1.423,8.884,0.0,9.793,0.014,0.003,0.046
380,SJA9031000,2020,3.444,0.289,498617225.0,22.206,0.585,0.047,49.238,0.857,0.118,0.016,756.155,4.702,64.314,13.48,1.423,8.884,0.0,9.793,0.014,0.003,0.046
381,SJA9059000,2017,0.878,0.201,469818575.0,25.165,0.555,0.078,45.366,0.138,0.075,0.019,876.039,2.1,61.005,13.83,2.898,9.889,0.001,8.77,0.016,0.006,0.051
382,SJA9092000,2019,9.308,0.651,70470300.0,18.342,0.21,0.049,20.626,0.821,0.763,0.034,749.997,7.656,61.549,20.109,1.812,5.079,0.0,9.708,0.049,0.003,0.004
383,SJA9092000,2020,8.982,0.651,70470300.0,18.342,0.21,0.049,20.626,0.821,0.763,0.034,764.663,7.656,61.549,20.109,1.812,5.079,0.0,9.708,0.049,0.003,0.004
384,SJA9097000,2017,1.478,0.503,121628675.0,18.19,0.323,0.061,28.928,0.0,0.059,0.032,872.131,4.134,67.965,13.844,2.39,5.785,0.001,9.304,0.045,0.008,0.029
385,SJA9117000,2017,1.656,0.192,419916050.0,34.243,0.305,0.043,21.617,0.996,0.019,0.017,856.288,1.833,43.892,21.864,0.796,17.023,0.0,9.988,0.018,0.012,0.414
386,SJA9143000,2016,2.1,0.472,45712050.0,26.631,0.319,0.056,27.22,0.97,0.818,0.015,852.421,7.276,60.43,12.939,1.517,9.362,0.0,10.092,0.04,0.087,0.011
387,SJA9197000,2020,1.362,0.001,20294425.0,28.305,0.775,0.007,71.377,0.217,0.0,0.021,810.763,1.544,60.172,11.523,1.144,13.443,0.001,10.261,0.002,0.003,0.191
388,SJA9270000,2016,3.975,0.425,124398975.0,23.478,0.473,0.043,13.705,1.0,0.15,0.01,798.204,6.021,55.439,21.08,1.083,7.499,0.001,10.138,0.021,0.002,0.025
389,SJA9316000,2016,1.8,0.12,134208450.0,18.009,0.653,0.056,87.824,0.685,0.019,0.021,825.178,7.054,71.235,10.755,1.291,9.862,0.001,9.769,0.019,0.003,0.128
390,SJA9316000,2017,1.178,0.12,134208450.0,18.009,0.653,0.056,87.824,0.685,0.019,0.021,833.655,7.054,71.235,10.755,1.291,9.862,0.001,9.769,0.019,0.003,0.128
391,SJA9316000,2018,0.934,0.12,134208450.0,18.009,0.653,0.056,87.824,0.685,0.019,0.021,572.833,7.054,71.235,10.755,1.291,9.862,0.001,9.769,0.019,0.003,0.128
392,SJA9316000,2019,1.219,0.12,134208450.0,18.009,0.653,0.056,87.824,0.685,0.019,0.021,819.612,7.054,71.235,10.755,1.291,9.862,0.001,9.769,0.019,0.003,0.128
393,SJA9316000,2020,2.068,0.12,134208450.0,18.009,0.653,0.056,87.824,0.685,0.019,0.021,829.833,7.054,71.235,10.755,1.291,9.862,0.001,9.769,0.019,0.003,0.128
394,SJA9341000,2019,1.925,0.35,369766425.0,27.268,0.406,0.041,19.683,1.0,0.153,0.02,820.923,3.35,50.809,21.923,1.081,11.022,0.0,9.802,0.028,0.005,0.149
395,SJA9348000,2017,0.822,0.106,82943800.0,22.838,0.687,0.059,34.523,0.0,0.013,0.019,857.233,1.079,61.556,15.605,2.027,7.865,0.0,9.158,0.008,0.011,0.045
396,SJA9399000,2018,1.055,0.0,14439050.0,36.486,0.441,0.0,39.282,1.0,0.0,0.0,647.209,0.372,45.414,18.1,0.602,19.542,0.0,10.343,0.0,0.004,0.555
397,SJA9430000,2017,1.38,0.283,5315513675.0,24.879,0.543,0.042,34.327,0.507,0.119,0.02,866.561,2.445,57.261,17.86,1.15,9.483,0.001,9.829,0.02,0.007,0.083
398,SJA9468000,2016,0.795,0.186,106142050.0,18.346,0.605,0.091,51.465,0.292,0.023,0.038,885.839,4.476,69.867,11.786,4.788,7.148,0.001,7.598,0.024,0.02,0.036
399,SJA9520000,2019,1.328,0.08,47841300.0,19.623,0.864,0.012,74.585,1.0,0.002,0.006,844.509,2.067,71.176,9.202,1.059,7.562,0.0,9.289,0.004,0.001,0.031
400,SJA9544000,2016,6.725,0.514,106324850.0,14.107,0.345,0.043,25.416,0.978,0.126,0.034,859.326,8.977,65.983,19.91,1.644,3.94,0.0,9.805,0.062,0.001,0.0
401,SJA9544000,2019,7.3,0.514,106324850.0,14.107,0.345,0.043,25.416,0.978,0.126,0.034,753.134,8.977,65.983,19.91,1.644,3.94,0.0,9.805,0.062,0.001,0.0
402,SJA9544000,2020,8.725,0.514,106324850.0,14.107,0.345,0.043,25.416,0.978,0.126,0.034,769.627,8.977,65.983,19.91,1.644,3.94,0.0,9.805,0.062,0.001,0.0
403,SJA9574000,2020,2.525,0.247,175563225.0,23.944,0.51,0.112,47.772,0.779,0.058,0.019,769.255,5.568,60.988,15.068,1.33,10.808,0.001,9.815,0.015,0.004,0.094
404,SJA9587000,2017,2.425,0.446,45491825.0,24.615,0.38,0.072,30.911,0.0,0.044,0.032,855.409,3.183,61.202,14.183,1.547,8.954,0.001,9.888,0.06,0.007,0.003
405,SJA9609000,2017,1.525,0.112,195025350.0,25.973,0.75,0.027,24.775,0.568,0.014,0.009,876.877,1.158,53.442,20.586,0.793,9.772,0.0,9.532,0.011,0.003,0.089
406,SJA9800000,2020,1.602,0.297,7665775.0,8.683,0.493,0.077,107.419,0.697,1.01,0.055,830.52,7.423,82.12,9.197,1.55,4.634,0.001,9.513,0.067,0.006,0.005
407,SJA9895000,2016,2.575,0.561,40587025.0,14.387,0.333,0.031,21.467,1.0,0.047,0.025,844.875,8.491,66.905,18.708,1.474,3.611,0.0,10.056,0.037,0.012,0.0
408,SJA9895000,2017,3.525,0.561,40587025.0,14.387,0.333,0.031,21.467,1.0,0.047,0.025,827.359,8.491,66.905,18.708,1.474,3.611,0.0,10.056,0.037,0.012,0.0
409,SJA9895000,2018,4.467,0.561,40587025.0,14.387,0.333,0.031,21.467,1.0,0.047,0.025,564.767,8.491,66.905,18.708,1.474,3.611,0.0,10.056,0.037,0.012,0.0
410,SJA9895000,2019,3.7,0.561,40587025.0,14.387,0.333,0.031,21.467,1.0,0.047,0.025,757.803,8.491,66.905,18.708,1.474,3.611,0.0,10.056,0.037,0.012,0.0
411,SJA9895000,2020,2.425,0.561,40587025.0,14.387,0.333,0.031,21.467,1.0,0.047,0.025,783.413,8.491,66.905,18.708,1.474,3.611,0.0,10.056,0.037,0.012,0.0
412,SJA9900000,2016,1.628,0.182,807141375.0,24.367,0.604,0.046,41.811,0.713,0.031,0.047,908.574,4.713,57.259,18.374,1.133,10.227,0.0,9.827,0.026,0.008,0.087
413,SJA9900000,2017,1.302,0.182,807141375.0,24.367,0.604,0.046,41.811,0.713,0.031,0.047,797.762,4.713,57.259,18.374,1.133,10.227,0.0,9.827,0.026,0.008,0.087
414,SJA9900000,2018,1.12,0.182,807141375.0,24.367,0.604,0.046,41.811,0.713,0.031,0.047,571.58,4.713,57.259,18.374,1.133,10.227,0.0,9.827,0.026,0.008,0.087
415,SJA9900000,2019,1.291,0.182,807141375.0,24.367,0.604,0.046,41.811,0.713,0.031,0.047,729.998,4.713,57.259,18.374,1.133,10.227,0.0,9.827,0.026,0.008,0.087
416,SJA9900000,2020,1.36,0.182,807141375.0,24.367,0.604,0.046,41.811,0.713,0.031,0.047,732.563,4.713,57.259,18.374,1.133,10.227,0.0,9.827,0.026,0.008,0.087
417,SJA9948000,2020,2.03,0.162,66916450.0,34.66,0.632,0.025,54.43,0.998,0.01,0.032,847.17,2.451,52.478,12.862,1.373,14.757,0.001,9.564,0.006,0.005,0.138
418,SJA9977000,2016,1.009,0.186,750626075.0,16.115,0.397,0.057,60.917,0.185,0.015,0.019,863.596,2.602,72.41,11.475,3.748,5.968,0.001,8.413,0.015,0.007,0.026
419,SJA9977000,2017,1.0,0.186,750626075.0,16.115,0.397,0.057,60.917,0.185,0.015,0.019,869.51,2.602,72.41,11.475,3.748,5.968,0.001,8.413,0.015,0.007,0.026
420,SJA9977000,2018,0.892,0.186,750626075.0,16.115,0.397,0.057,60.917,0.185,0.015,0.019,592.962,2.602,72.41,11.475,3.748,5.968,0.001,8.413,0.015,0.007,0.026
421,SJA9977000,2019,0.784,0.186,750626075.0,16.115,0.397,0.057,60.917,0.185,0.015,0.019,771.025,2.602,72.41,11.475,3.748,5.968,0.001,8.413,0.015,0.007,0.026
422,SJA9977000,2020,0.823,0.186,750626075.0,16.115,0.397,0.057,60.917,0.185,0.015,0.019,744.598,2.602,72.41,11.475,3.748,5.968,0.001,8.413,0.015,0.007,0.026
423,SJB1789000,2017,0.612,0.429,2798600.0,16.672,0.337,0.069,46.989,0.0,0.139,0.043,862.627,3.592,73.646,9.683,4.522,5.97,0.001,8.402,0.06,0.005,0.057
424,SJB1790000,2017,0.888,0.509,64149425.0,18.924,0.278,0.069,31.936,0.0,0.072,0.027,867.321,3.799,66.806,14.27,2.218,6.121,0.001,9.191,0.044,0.045,0.027
425,SJB1791000,2017,1.412,0.45,16849950.0,17.939,0.32,0.126,34.804,0.0,0.037,0.033,866.039,3.306,68.856,13.206,3.482,5.98,0.001,8.543,0.028,0.009,0.033
426,SJB1793000,2017,2.102,0.291,38476375.0,28.913,0.623,0.015,10.63,1.0,0.0,0.008,847.332,1.779,48.237,22.85,0.707,10.754,0.0,10.041,0.006,0.001,0.055
427,SJB1797000,2016,2.95,0.415,25280525.0,20.985,0.486,0.048,37.459,0.0,0.266,0.01,807.501,6.211,64.255,14.76,1.55,6.939,0.0,9.834,0.019,0.004,0.019
428,SJB1800000,2016,0.835,0.295,37055375.0,19.97,0.448,0.125,32.34,0.0,0.058,0.026,875.304,3.882,64.94,15.089,4.47,6.953,0.001,7.72,0.024,0.039,0.042
429,SJB1801000,2016,0.722,0.348,9772100.0,20.34,0.373,0.127,27.407,0.0,0.152,0.022,875.747,6.353,62.846,16.814,5.141,6.965,0.001,7.579,0.034,0.051,0.045
430,SJB1802000,2016,2.375,0.524,27956300.0,15.898,0.261,0.092,35.003,0.0,0.022,0.014,875.827,3.728,71.5,12.603,2.951,4.916,0.001,8.647,0.048,0.042,0.019
431,SJB1803000,2016,1.182,0.271,49953025.0,22.36,0.48,0.026,48.428,0.0,0.222,0.016,837.341,1.998,64.795,12.845,1.385,10.52,0.001,9.429,0.018,0.002,0.188
432,SJB2189000,2018,0.958,0.025,12399375.0,8.694,0.928,0.022,88.709,1.0,0.025,0.005,575.725,3.973,84.068,7.238,0.703,5.8,0.0,9.389,0.01,0.0,0.01
433,SJB2190000,2018,0.698,0.008,12693150.0,11.524,0.893,0.041,117.303,1.0,0.0,0.004,631.916,14.677,82.244,6.232,0.975,7.303,0.0,9.273,0.018,0.001,0.035
434,SJB2195000,2018,1.825,0.0,8575725.0,34.552,0.876,0.0,71.528,0.788,0.0,0.0,635.359,9.135,54.257,11.191,0.96,16.038,0.001,9.068,0.0,0.022,0.102
